window_start,window_end,severity,failure_type,failure_in_next_30min,alarm_duration_min,n_alarms_in_window,hour,day_of_week,month,is_weekend,shift,alarms_last_60min,shift_enc,severity_enc,alarms_last_1h,alarms_last_6h,alarms_last_24h,past_thermal_6h,past_mechanical_6h,past_high_6h,past_medium_6h,time_since_last_any,time_since_last_thermal,time_since_last_mechanical,mean_duration_last_20,max_duration_last_20,std_duration_last_20,alarm_acceleration,EAU11,EAU12,EAU21,EAU22,EAU11_mean_30min,EAU11_std_30min,EAU11_max_30min,EAU11_mean_1h,EAU11_std_1h,EAU11_max_1h,EAU11_mean_6h,EAU11_std_6h,EAU11_max_6h,EAU11_diff1,EAU11_diff3,EAU11_zscore,EAU12_mean_30min,EAU12_std_30min,EAU12_max_30min,EAU12_mean_1h,EAU12_std_1h,EAU12_max_1h,EAU12_mean_6h,EAU12_std_6h,EAU12_max_6h,EAU12_diff1,EAU12_diff3,EAU12_zscore,EAU21_mean_30min,EAU21_std_30min,EAU21_max_30min,EAU21_mean_1h,EAU21_std_1h,EAU21_max_1h,EAU21_mean_6h,EAU21_std_6h,EAU21_max_6h,EAU21_diff1,EAU21_diff3,EAU21_zscore,EAU22_mean_30min,EAU22_std_30min,EAU22_max_30min,EAU22_mean_1h,EAU22_std_1h,EAU22_max_1h,EAU22_mean_6h,EAU22_std_6h,EAU22_max_6h,EAU22_diff1,EAU22_diff3,EAU22_zscore,EAU_delta_11_22,EAU_delta_12_21,EAU_mean_all,EAU_max_all,is_night_shift,is_morning_shift,hour_sin,hour_cos,dow_sin,dow_cos
2026-05-09 01:25:00,2026-05-09 01:30:00,MEDIUM,Thermal_Anomaly,1,55.3,1,1,5,5,1,Night,12,2,2,11,14,14,14,0,8,5,5.0,0.0,9999.0,49.806,109.7,35.055,0.7333,0.543,0.0,2.668,0.0,1.2228,0.761,1.996,1.4218,0.7362,2.5,1.4991,0.6989,2.5,-0.924,0.491,-0.3176,1.5178,1.0544,2.51,1.6422,0.8306,2.51,1.7308,0.8046,2.51,-1.831,-1.793,-0.9971,1.5433,1.4704,3.33,2.2926,1.3494,3.33,2.4018,1.3553,3.33,1.924,2.668,0.615,2.7267,2.1806,4.44,3.431,1.7192,4.44,3.1399,1.788,4.44,0.0,-4.44,-1.1431,-0.543,2.668,0.8028,2.668,1,0,0.2588,0.9659,-0.9749,-0.2225
2026-05-09 01:30:00,2026-05-09 01:35:00,LOW,Thermal_Anomaly,1,2.0,1,1,5,5,1,Night,12,2,1,11,15,15,15,0,8,5,5.0,0.0,9999.0,50.129,109.7,33.968,0.6875,0.0,1.222,0.0,0.0,0.8902,0.7911,1.81,1.2472,0.807,2.5,1.4158,0.7646,2.5,-0.543,-1.469,-0.9788,1.6443,0.9421,2.51,1.5349,0.7905,2.51,1.7026,0.7897,2.51,1.222,-1.288,0.2217,0.9883,1.2768,2.668,2.0151,1.455,3.33,2.2684,1.4315,3.33,-2.668,0.0,-1.1591,2.22,2.4319,4.44,3.061,1.9452,4.44,2.9655,1.8859,4.44,0.0,-4.44,-1.1431,0.0,-1.222,0.3055,1.222,1,0,0.2588,0.9659,-0.9749,-0.2225
2026-05-09 01:35:00,2026-05-09 01:40:00,HIGH,Thermal_Anomaly,1,99.1,1,1,5,5,1,Night,12,2,3,11,16,16,16,0,9,5,5.0,0.0,9999.0,47.456,109.7,34.851,0.6471,0.476,0.0,3.007,3.554,0.6678,0.657,1.469,1.1105,0.7851,2.5,1.3664,0.7737,2.5,0.476,-0.991,-0.3992,1.226,1.0337,2.51,1.3925,0.9023,2.51,1.6129,0.8612,2.51,-1.222,-1.831,-0.9971,1.0698,1.4033,3.007,1.9882,1.4312,3.33,2.3073,1.4015,3.33,3.007,2.263,0.8404,2.0723,2.2931,4.44,2.9872,1.9045,4.44,2.9965,1.8378,4.44,3.554,3.554,0.714,3.078,3.007,1.7592,3.554,1,0,0.2588,0.9659,-0.9749,-0.2225
2026-05-09 01:40:00,2026-05-09 01:45:00,LOW,Thermal_Anomaly,1,4.8,1,1,5,5,1,Night,12,2,1,11,17,17,17,0,9,5,5.0,0.0,9999.0,50.174,109.7,35.882,0.6111,0.0,0.0,0.0,0.0,0.6592,0.667,1.469,1.0365,0.8473,2.5,1.2981,0.8127,2.5,-0.476,-0.543,-0.9788,0.9272,1.0944,2.51,1.1833,0.9106,2.51,1.5323,0.9125,2.51,0.0,0.0,-0.9971,1.0698,1.4033,3.007,1.7107,1.4697,3.33,2.1919,1.4584,3.33,-3.007,-2.668,-1.1591,1.3323,2.083,4.44,2.6172,2.0241,4.44,2.8467,1.9101,4.44,-3.554,0.0,-1.1431,0.0,0.0,0.0,0.0,1,0,0.2588,0.9659,-0.9749,-0.2225
2026-05-09 01:45:00,2026-05-09 01:50:00,LOW,Mechanical_Stop,1,0.1,1,1,5,5,1,Night,12,2,1,11,18,18,18,0,9,5,5.0,5.0,0.0,47.905,109.7,36.369,0.5789,0.0,0.0,0.0,0.0,0.4143,0.5733,1.467,0.8282,0.7574,1.996,1.2362,0.8412,2.5,0.0,0.0,-0.9788,0.5088,0.8115,1.831,1.0619,0.9662,2.51,1.4593,0.9502,2.51,0.0,-1.222,-0.9971,1.0698,1.4033,3.007,1.4332,1.4504,3.33,2.0875,1.4998,3.33,0.0,0.0,-1.1591,0.5923,1.4509,3.554,2.2472,2.066,4.44,2.7111,1.9627,4.44,0.0,0.0,-1.1431,0.0,0.0,0.0,0.0,1,0,0.2588,0.9659,-0.9749,-0.2225
2026-05-09 01:50:00,2026-05-09 01:55:00,NONE,No_Failure,0,0.0,0,1,5,5,1,Night,11,2,0,11,19,19,18,1,9,5,5.0,10.0,5.0,47.91,109.7,36.362,0.55,0.0,0.0,0.0,0.0,0.1698,0.264,0.543,0.7141,0.7715,1.996,1.18,0.8622,2.5,0.0,-0.476,-0.9788,0.2037,0.4989,1.222,0.9547,1.0094,2.51,1.393,0.9781,2.51,0.0,0.0,-0.9971,0.9458,1.4692,3.007,1.2996,1.5061,3.33,1.9926,1.5298,3.33,0.0,-3.007,-1.1591,0.5923,1.4509,3.554,1.8772,2.0349,4.44,2.5879,2.0007,4.44,0.0,-3.554,-1.1431,0.0,0.0,0.0,0.0,1,0,0.2588,0.9659,-0.9749,-0.2225
2026-05-09 01:55:00,2026-05-09 02:00:00,NONE,No_Failure,0,0.0,0,1,5,5,1,Night,10,2,0,10,19,19,18,1,9,5,5.0,15.0,10.0,47.91,109.7,36.362,0.5,0.0,0.0,0.0,0.0,0.0793,0.1943,0.476,0.6511,0.7981,1.996,1.1287,0.8776,2.5,0.0,0.0,-0.9788,0.2037,0.4989,1.222,0.8608,1.0438,2.51,1.3324,0.9988,2.51,0.0,0.0,-0.9971,0.5012,1.2276,3.007,1.0222,1.4014,3.33,1.906,1.5513,3.33,0.0,0.0,-1.1591,0.5923,1.4509,3.554,1.6595,2.0882,4.44,2.4753,2.0278,4.44,0.0,0.0,-1.1431,0.0,0.0,0.0,0.0,1,0,0.2588,0.9659,-0.9749,-0.2225
2026-05-09 02:00:00,2026-05-09 02:05:00,NONE,No_Failure,0,0.0,0,2,5,5,1,Night,9,2,0,9,19,19,18,1,9,5,5.0,20.0,15.0,44.155,109.7,37.273,0.45,0.0,0.0,0.0,0.0,0.0793,0.1943,0.476,0.4848,0.6935,1.81,1.0817,0.8887,2.5,0.0,0.0,-0.9788,0.0,0.0,0.0,0.8222,1.0681,2.51,1.2769,1.014,2.51,0.0,0.0,-0.9971,0.5012,1.2276,3.007,0.7448,1.221,3.007,1.8266,1.5663,3.33,0.0,0.0,-1.1591,0.5923,1.4509,3.554,1.4062,2.0899,4.44,2.3722,2.0466,4.44,0.0,0.0,-1.1431,0.0,0.0,0.0,0.0,1,0,0.5,0.866,-0.9749,-0.2225
2026-05-09 02:05:00,2026-05-09 02:10:00,NONE,No_Failure,0,0.0,0,2,5,5,1,Night,8,2,0,8,19,19,18,1,9,5,5.0,25.0,20.0,41.98,109.7,38.56,0.4,0.0,0.0,0.0,2.106,0.0,0.0,0.0,0.3339,0.5638,1.469,1.0384,0.8965,2.5,0.0,0.0,-0.9788,0.0,0.0,0.0,0.613,0.9464,2.51,1.2258,1.0249,2.51,0.0,0.0,-0.9971,0.0,0.0,0.0,0.5349,1.0988,3.007,1.7535,1.5762,3.33,0.0,0.0,-1.1591,0.351,0.8598,2.106,1.2117,1.8799,4.44,2.3616,2.0042,4.44,2.106,2.106,-0.0427,2.106,0.0,0.5265,2.106,1,0,0.5,0.866,-0.9749,-0.2225
2026-05-09 02:10:00,2026-05-09 02:15:00,NONE,No_Failure,0,0.0,0,2,5,5,1,Night,7,2,0,7,19,19,18,1,9,5,5.0,30.0,25.0,37.645,109.7,38.139,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3296,0.5663,1.469,0.9985,0.9017,2.5,0.0,0.0,-0.9788,0.0,0.0,0.0,0.4636,0.8825,2.51,1.1787,1.0326,2.51,0.0,0.0,-0.9971,0.0,0.0,0.0,0.5349,1.0988,3.007,1.6861,1.5822,3.33,0.0,0.0,-1.1591,0.351,0.8598,2.106,0.8417,1.6034,4.44,2.2707,2.0176,4.44,-2.106,0.0,-1.1431,0.0,0.0,0.0,0.0,1,0,0.5,0.866,-0.9749,-0.2225
2026-05-09 02:15:00,2026-05-09 02:20:00,LOW,Mechanical_Stop,1,3.5,1,2,5,5,1,Night,7,2,1,6,19,19,18,1,9,5,5.0,35.0,0.0,37.445,109.7,38.335,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2072,0.443,1.467,0.9615,0.9048,2.5,0.0,0.0,-0.9788,0.0,0.0,0.0,0.2544,0.6082,1.831,1.135,1.0377,2.51,0.0,0.0,-0.9971,0.0,0.0,0.0,0.5349,1.0988,3.007,1.6236,1.5851,3.33,0.0,0.0,-1.1591,0.351,0.8598,2.106,0.4717,1.144,3.554,2.1866,2.0261,4.44,0.0,0.0,-1.1431,0.0,0.0,0.0,0.0,1,0,0.5,0.866,-0.9749,-0.2225
2026-05-09 02:20:00,2026-05-09 02:25:00,LOW,Mechanical_Stop,1,2.0,1,2,5,5,1,Night,7,2,1,6,20,20,18,2,9,5,5.0,40.0,0.0,32.135,99.1,35.01,0.2857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0849,0.1988,0.543,0.9272,0.9063,2.5,0.0,0.0,-0.9788,0.0,0.0,0.0,0.1018,0.3528,1.222,1.0945,1.0406,2.51,0.0,0.0,-0.9971,0.0,0.0,0.0,0.4729,1.1069,3.007,1.5656,1.5854,3.33,0.0,0.0,-1.1591,0.351,0.8598,2.106,0.4717,1.144,3.554,2.1085,2.0307,4.44,0.0,-2.106,-1.1431,0.0,0.0,0.0,0.0,1,0,0.5,0.866,-0.9749,-0.2225
2026-05-09 02:25:00,2026-05-09 02:30:00,NONE,No_Failure,0,0.0,0,2,5,5,1,Night,6,2,0,6,21,21,18,3,9,5,5.0,45.0,5.0,29.07,99.1,34.821,0.2727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0397,0.1374,0.476,0.8952,0.9065,2.5,0.0,0.0,-0.9788,0.0,0.0,0.0,0.1018,0.3528,1.222,1.0568,1.0419,2.51,0.0,0.0,-0.9971,0.0,0.0,0.0,0.2506,0.868,3.007,1.5117,1.5838,3.33,0.0,0.0,-1.1591,0.351,0.8598,2.106,0.4717,1.144,3.554,2.0358,2.0322,4.44,0.0,0.0,-1.1431,0.0,0.0,0.0,0.0,1,0,0.5,0.866,-0.9749,-0.2225
2026-05-09 02:30:00,2026-05-09 02:35:00,LOW,Mechanical_Stop,1,1.5,1,2,5,5,1,Night,6,2,1,5,21,21,18,3,9,5,5.0,50.0,0.0,25.91,99.1,34.426,0.2273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0397,0.1374,0.476,0.8654,0.9056,2.5,0.0,0.0,-0.9788,0.0,0.0,0.0,0.0,0.0,0.0,1.0215,1.0418,2.51,0.0,0.0,-0.9971,0.0,0.0,0.0,0.2506,0.868,3.007,1.4613,1.5805,3.33,0.0,0.0,-1.1591,0.351,0.8598,2.106,0.4717,1.144,3.554,1.968,2.0311,4.44,0.0,0.0,-1.1431,0.0,0.0,0.0,0.0,1,0,0.5,0.866,-0.9749,-0.2225
2026-05-09 02:35:00,2026-05-09 02:40:00,LOW,Mechanical_Stop,1,1.7,1,2,5,5,1,Night,6,2,1,5,22,22,18,4,9,5,5.0,55.0,0.0,23.905,99.1,34.632,0.2174,1.107,0.0,3.33,3.318,0.1845,0.4519,1.107,0.0922,0.3196,1.107,0.8732,0.8914,2.5,1.107,1.107,0.3691,0.0,0.0,0.0,0.0,0.0,0.0,0.9886,1.0406,2.51,0.0,0.0,-0.9971,0.555,1.3595,3.33,0.2775,0.9613,3.33,1.5215,1.5898,3.33,3.33,3.33,1.0552,0.553,1.3546,3.318,0.452,1.0868,3.318,2.0115,2.0117,4.44,3.318,3.318,0.5907,2.211,3.33,1.9388,3.33,1,0,0.5,0.866,-0.9749,-0.2225
2026-05-09 02:40:00,2026-05-09 02:45:00,LOW,Mechanical_Stop,1,4.0,1,2,5,5,1,Night,6,2,1,5,23,23,18,5,9,5,5.0,60.0,0.0,23.89,99.1,34.642,0.2083,1.091,1.251,0.0,4.44,0.3663,0.5675,1.107,0.1832,0.4278,1.107,0.88,0.8778,2.5,-0.016,1.091,0.3496,0.2085,0.5107,1.251,0.1042,0.3611,1.251,0.9968,1.0247,2.51,1.251,1.251,0.2506,0.555,1.3595,3.33,0.2775,0.9613,3.33,1.474,1.5869,3.33,-3.33,0.0,-1.1591,1.293,2.0343,4.44,0.822,1.5681,4.44,2.0874,2.025,4.44,1.122,4.44,1.177,3.349,-1.251,1.6955,4.44,1,0,0.5,0.866,-0.9749,-0.2225
